널time,x,y,altitude,u,v,w,V,a_u,a_v,a_w,a_x,a_y,a_z,a_total,phi,theta,psi,p,q,r,alpha,beta,mach,q_dyn,E_s,flag_burnout,flag_apogee,phase,missile_type,elevation_deg
1.932568990957475,-2.071121016684911e-14,0.0,75.37309714286582,78.4797378360701,0.0,-3.987460248946655e-15,78.4797378360701,41.42796899470636,0.0,-1.7492772430150544e-15,-1.0950053780190254e-14,0.0,41.42369096825291,41.42369096825291,3.141592653589793,1.5707963267948966,3.141592653589793,0.0,3.6144755795842015e-18,0.0,-5.0808786559350315e-17,0.0,0.2308208072674363,3745.2440519063803,389.39823573852755,0,0,0,KN-23,30
1.952568990957475,-2.1141668469099954e-14,0.0,76.95097862525624,79.30846691076127,0.0,-4.0223208986937e-15,79.30846691076127,41.44491559400012,0.0,-1.736623674663649e-15,-1.0938664614200578e-14,0.0,41.44592622887808,41.44592622887808,3.141592653589793,1.5707963267948966,3.141592653589793,0.0,3.699886920492837e-18,0.0,-5.071742091824393e-17,0.0,0.2332623835239843,3824.179254477482,397.64320908801955,0,0,0,KN-23,30
1.992568990957475,-2.2015708601477297e-14,0.0,80.15648226625437,80.96694048327662,0.0,-4.091273140665158e-15,80.96694048327662,41.47872773801646,0.0,-1.7107337697684648e-15,-1.0923793802158914e-14,0.0,41.47343289858691,41.47343289858691,3.141592653589793,1.5707963267948966,3.141592653589793,0.0,3.87386926478647e-18,0.0,-5.0530168439675616e-17,0.0,0.23814891795699997,3984.5629872358945,414.4013799235817,0,0,0,KN-23,30
1.9941689909574751,-2.20510338525884e-14,0.0,80.28608246437598,81.03330752851664,0.0,-4.094009478070899e-15,81.03330752851664,41.48007782071727,0.0,-1.7096808009952337e-15,-1.0921633244292522e-14,0.0,41.477327024495025,41.477327024495025,3.141592653589793,1.5707963267948966,3.141592653589793,0.0,3.880915822100338e-18,0.0,-5.0522551811551876e-17,0.0,0.23834447307795859,3991.048054320972,415.0791529324335,0,0,0,KN-23,30
1.9957689909574752,-2.2086387059177086e-14,0.0,80.41578885149686,81.09967673230291,0.0,-4.096744119228343e-15,81.09967673230291,41.4814268180271,0.0,-1.7086199614361076e-15,-1.0919402633309462e-14,0.0,41.48132803657063,41.48132803657063,3.141592653589793,1.5707963267948966,3.141592653589793,0.0,3.8879690718649135e-18,0.0,-5.0514925389296454e-17,0.0,0.23854003540735785,3997.5384850703513,415.7574991238139,0,0,0,KN-23,30
1.9966660880891125,-2.210622132736847e-14,0.0,80.48855983075059,81.13688994055968,0.0,-4.098276650327088e-15,81.13688994055968,41.48218308505602,0.0,-1.7080244621044715e-15,-1.0918886085909986e-14,0.0,41.48224150267197,41.48224150267197,3.141592653589793,1.5707963267948966,3.141592653589793,0.0,3.891926655475349e-18,0.0,-5.051064507561797e-17,0.0,0.23864968756411278,4001.17992360427,416.1380889373515,0,0,0,KN-23,30
1.9975631852207498,-2.212606438292349e-14,0.0,80.56136419417102,81.17410382722223,0.0,-4.099808646919784e-15,81.17410382722223,41.482939253961376,0.0,-1.7074282485358494e-15,-1.0918421006310224e-14,0.0,41.48306344909906,41.48306344909906,3.141592653589793,1.5707963267948966,3.141592653589793,0.0,3.895886341862333e-18,0.0,-5.0506361679657846e-17,0.0,0.23875934198683174,4004.823048344795,416.5188589631622,0,0,0,KN-23,30
1.9999951723108298,-2.217990214888228e-14,0.0,80.75890124543993,81.27499229247762,0.0,-4.103959123653405e-15,81.27499229247762,41.48498893156648,0.0,-1.7058100212115326e-15,-7.800053350753575e-11,0.0,41.48349802196026,41.48349802196026,3.141592653589793,1.5707963267948966,3.141592653589793,0.0,3.906631434829833e-18,0.0,-5.04947340860375e-17,0.0,0.23905662123988347,4014.707865852694,417.5520147012223,0,0,0,KN-23,30
1.999998402120242,-2.217997369126113e-14,0.0,80.75916374839139,81.27512628108971,0.0,-4.103964633091194e-15,81.27512628108971,41.48499164916575,0.0,-2.4028511253621284e-05,1.8674723780238016e-10,0.0,41.48436261899769,41.48436261899769,3.141592653589793,1.5707963267948966,3.141592653589793,0.0,3.906645715159981e-18,0.0,-5.049471862889081e-17,0.0,0.23905701605376248,4014.721001660982,417.5533876682356,0,0,0,KN-23,30
2.000001631929654,-2.2180046863038472e-14,0.0,80.75942625177561,81.2752602697106,0.0,-1.55219127572531e-10,81.2752602697106,41.48499437049031,0.0,-0.0002687229526877491,4.12821680422146e-09,0.0,41.48510663956404,41.48510663956404,0.0,1.5707963267948966,0.0,0.0,-2.8792184815620673e-06,0.0,-1.909795515356566e-12,0.0,0.23905741086767093,4014.7341374911252,417.55476063758516,0,0,1,KN-23,30
